Timestamp,Street,Event,Details
2025-11-27T18:29:12.857020,,Geocode Success,"4 Awakirihi Close, Shamrock Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:13.136295,,Geocode Success,"LINZ: 4 Awakirihi Close, Shamrock Park, Auckland → -36.92015023, 174.9310971"
2025-11-27T18:29:13.512248,,Geocode Success,"5 Awakirihi Close, Shamrock Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:13.791869,,Geocode Success,"LINZ: 5 Awakirihi Close, Shamrock Park, Auckland → -36.92008556, 174.9313073"
2025-11-27T18:29:14.121498,,Geocode Success,"23 Dianne-Louise Drive, Half Moon Bay, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:14.393768,,Geocode Success,"LINZ: 23 Dianne-Louise Drive, Half Moon Bay, Auckland → -36.88670838, 174.9048312"
2025-11-27T18:29:14.707201,,Geocode Success,"16 Browns Avenue, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:14.978257,,Geocode Success,"LINZ: 16 Browns Avenue, Pakuranga, Auckland → -36.9097713, 174.865812"
2025-11-27T18:29:15.330521,,Geocode Success,"2 Simmental Crescent, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:15.503241,,Geocode Success,"LINZ: 2 Simmental Crescent, Somerville, Auckland → -36.91354717, 174.930254"
2025-11-27T18:29:15.821746,,Geocode Success,"76 Ashby Avenue, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:16.075932,,Geocode Success,"LINZ: 76 Ashby Avenue, Saint Heliers, Auckland → -36.86858257, 174.8603611"
2025-11-27T18:29:16.444101,,Geocode Success,"104 Prince Regent Drive, Half Moon Bay, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:16.681897,,Geocode Success,"LINZ: 104 Prince Regent Drive, Half Moon Bay, Auckland → -36.89053112, 174.8976352"
2025-11-27T18:29:16.994676,,Geocode Success,"8 Owenbeg Rise, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:17.258345,,Geocode Success,"LINZ: 8 Owenbeg Rise, Dannemora, Auckland → -36.93292822, 174.9250052"
2025-11-27T18:29:18.086323,,LINZ Miss,"62 Owenbeg Rise, Dannemora, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:18.259275,,Geocode Fallback,"LINZ failed for 62 Owenbeg Rise, Dannemora, Auckland"
2025-11-27T18:29:19.820173,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-11-27T18:29:20.024176,,Geocode Success,"geocode.xyz: 62 Owenbeg Rise, Dannemora, Auckland → lat:-36.93369, lon:174.92476"
2025-11-27T18:29:20.195326,,Geocode Source,"geocode.xyz returned: ('62 Owenbeg Rise, Dannemora, Auckland', -36.93369, 174.92476, '') for input: 62 Owenbeg Rise, Dannemora, Auckland"
2025-11-27T18:29:20.706361,,Geocode Success,"13 Navan Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:20.942954,,Geocode Success,"LINZ: 13 Navan Place, Dannemora, Auckland → -36.9341848, 174.9237745"
2025-11-27T18:29:21.267029,,Geocode Success,"13 Limerick Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:21.565717,,Geocode Success,"LINZ: 13 Limerick Place, Dannemora, Auckland → -36.93230685, 174.9228655"
2025-11-27T18:29:21.921792,,Geocode Success,"26 Limerick Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:22.182437,,Geocode Success,"LINZ: 26 Limerick Place, Dannemora, Auckland → -36.93198388, 174.9232873"
2025-11-27T18:29:22.502905,,Geocode Success,"8 Limerick Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:22.797781,,Geocode Success,"LINZ: 8 Limerick Place, Dannemora, Auckland → -36.93283557, 174.9220901"
2025-11-27T18:29:23.156557,,Geocode Success,"9 Limerick Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:23.454877,,Geocode Success,"LINZ: 9 Limerick Place, Dannemora, Auckland → -36.9326027, 174.9225397"
2025-11-27T18:29:23.826838,,Geocode Success,"11 Limerick Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:24.152654,,Geocode Success,"LINZ: 11 Limerick Place, Dannemora, Auckland → -36.93245517, 174.9226468"
2025-11-27T18:29:24.464793,,Geocode Success,"3 Dromora Close, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:24.763242,,Geocode Success,"LINZ: 3 Dromora Close, Dannemora, Auckland → -36.93276378, 174.9233175"
2025-11-27T18:29:25.088328,,Geocode Success,"4 Dromora Close, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:25.336755,,Geocode Success,"LINZ: 4 Dromora Close, Dannemora, Auckland → -36.93304492, 174.9230968"
2025-11-27T18:29:25.650043,,Geocode Success,"130 Tiraumea Drive, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:25.914598,,Geocode Success,"LINZ: 130 Tiraumea Drive, Pakuranga, Auckland → -36.92017662, 174.8630357"
2025-11-27T18:29:26.711852,,LINZ Miss,"24 Tamaki Bay Drive, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:26.897834,,Geocode Fallback,"LINZ failed for 24 Tamaki Bay Drive, Pakuranga, Auckland"
2025-11-27T18:29:28.084567,,Geocode Failed,"geocode.xyz → 24 Tamaki Bay Drive, Pakuranga, Auckland (invalid)"
2025-11-27T18:29:28.652191,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T18:29:28.854777,,Geocode Success,"Photon: 24 Tamaki Bay Drive, Pakuranga, Auckland → lat:-36.9093641, lon:174.8675389"
2025-11-27T18:29:29.026912,,Geocode Source,"Photon returned: ('Tamaki Bay Drive, Pakuranga, Auckland', -36.9093641, 174.8675389, '') for input: 24 Tamaki Bay Drive, Pakuranga, Auckland"
2025-11-27T18:29:29.640046,,Geocode Success,"12 Fintona Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:29.871077,,Geocode Success,"LINZ: 12 Fintona Place, Dannemora, Auckland → -36.93087968, 174.917075"
2025-11-27T18:29:30.199126,,Geocode Success,"20 Riverlea Avenue, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:30.477258,,Geocode Success,"LINZ: 20 Riverlea Avenue, Pakuranga, Auckland → -36.9084775, 174.8659419"
2025-11-27T18:29:30.792067,,Geocode Success,"21 Browns Avenue, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:31.059955,,Geocode Success,"LINZ: 21 Browns Avenue, Pakuranga, Auckland → -36.90915032, 174.8652057"
2025-11-27T18:29:31.908805,,Geocode Success,"15 Santa Ana Drive, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:32.157700,,Geocode Success,"LINZ: 15 Santa Ana Drive, Dannemora, Auckland → -36.92253295, 174.926655"
2025-11-27T18:29:32.502882,,Geocode Success,"33 Santa Ana Drive, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:32.753682,,Geocode Success,"LINZ: 33 Santa Ana Drive, Dannemora, Auckland → -36.9240805, 174.9262501"
2025-11-27T18:29:33.033847,,Geocode Success,"66 Sunderlands Road, Half Moon Bay, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:33.311699,,Geocode Success,"LINZ: 66 Sunderlands Road, Half Moon Bay, Auckland → -36.88745487, 174.9072324"
2025-11-27T18:29:34.031717,,LINZ Miss,"33 Sunderlands Road, Half Moon Bay, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:34.217340,,Geocode Fallback,"LINZ failed for 33 Sunderlands Road, Half Moon Bay, Auckland"
2025-11-27T18:29:36.053188,,Geocode Failed,"geocode.xyz → 33 Sunderlands Road, Half Moon Bay, Auckland (invalid)"
2025-11-27T18:29:36.569757,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T18:29:36.758760,,Geocode Success,"Photon: 33 Sunderlands Road, Half Moon Bay, Auckland → lat:-36.8857041, lon:174.9047771"
2025-11-27T18:29:36.962984,,Geocode Source,"Photon returned: ('Sunderlands Road, Half Moon Bay, Auckland', -36.8857041, 174.9047771, '') for input: 33 Sunderlands Road, Half Moon Bay, Auckland"
2025-11-27T18:29:37.383651,,Geocode Success,"19 Kentigern Close, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:37.586544,,Geocode Success,"LINZ: 19 Kentigern Close, Pakuranga, Auckland → -36.90970287, 174.8721051"
2025-11-27T18:29:37.914746,,Geocode Success,"8 Steeple Rise, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:38.071594,,Geocode Success,"LINZ: 8 Steeple Rise, Pakuranga, Auckland → -36.90987688, 174.8723326"
2025-11-27T18:29:38.320306,,Geocode Success,"25 Keppoch Court, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:38.572013,,Geocode Success,"LINZ: 25 Keppoch Court, Dannemora, Auckland → -36.9276489, 174.919791"
2025-11-27T18:29:38.899602,,Geocode Success,"20 Tralee Terrace, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:39.197049,,Geocode Success,"LINZ: 20 Tralee Terrace, Dannemora, Auckland → -36.92393457, 174.9228768"
2025-11-27T18:29:39.937569,,LINZ Miss,"7 Glencullen Place Dannemora, Auckland, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:40.144972,,Geocode Fallback,"LINZ failed for 7 Glencullen Place Dannemora, Auckland, Auckland"
2025-11-27T18:29:41.363973,,Geocode Failed,"geocode.xyz → 7 Glencullen Place Dannemora, Auckland, Auckland (invalid)"
2025-11-27T18:29:41.963740,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T18:29:42.137162,,Geocode Success,"Photon: 7 Glencullen Place Dannemora, Auckland, Auckland → lat:-36.9308579, lon:174.9181806"
2025-11-27T18:29:42.340996,,Geocode Source,"Photon returned: ('Glencullen Place, Dannemora, Auckland', -36.9308579, 174.9181806, '') for input: 7 Glencullen Place Dannemora, Auckland, Auckland"
2025-11-27T18:29:42.751108,,Geocode Success,"7 Glencullen Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:42.987432,,Geocode Success,"LINZ: 7 Glencullen Place, Dannemora, Auckland → -36.9308579, 174.9181806"
2025-11-27T18:29:43.237811,,Geocode Success,"11 Kingsgate Place, Dannemora, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:43.493677,,Geocode Success,"LINZ: 11 Kingsgate Place, Dannemora, Auckland → -36.92344253, 174.9236601"
2025-11-27T18:29:43.793415,,Geocode Success,"28 Lolim Place, Favona, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:43.983093,,Geocode Success,"LINZ: 28 Lolim Place, Favona, Auckland → -36.94689923, 174.8158488"
2025-11-27T18:29:44.331371,,Geocode Success,"34 Norana Avenue, Favona, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:44.535481,,Geocode Success,"LINZ: 34 Norana Avenue, Favona, Auckland → -36.94562753, 174.8138819"
2025-11-27T18:29:45.106686,,Geocode Success,"54 Thornbury Crescent, East Tāmaki Heights, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:45.392299,,Geocode Success,"LINZ: 54 Thornbury Crescent, East Tāmaki Heights, Auckland → -36.94817548, 174.9118874"
2025-11-27T18:29:46.121608,,Geocode Success,"19 Thornbury Crescent, East Tāmaki Heights, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:46.341390,,Geocode Success,"LINZ: 19 Thornbury Crescent, East Tāmaki Heights, Auckland → -36.94808498, 174.9122526"
2025-11-27T18:29:46.690090,,Geocode Success,"31 Marriott Road, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:46.895315,,Geocode Success,"LINZ: 31 Marriott Road, Pakuranga, Auckland → -36.91871234, 174.8791875"
2025-11-27T18:29:47.193561,,Geocode Success,"40 Marriott Road, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:47.417270,,Geocode Success,"LINZ: 40 Marriott Road, Pakuranga, Auckland → -36.91834413, 174.8801469"
2025-11-27T18:29:48.047300,,Geocode Success,"21 Ayr Road, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:48.235630,,Geocode Success,"LINZ: 21 Ayr Road, Pakuranga, Auckland → -36.86338566, 174.7829381"
2025-11-27T18:29:48.580975,,Geocode Success,"32 Lewis Road, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:48.833627,,Geocode Success,"LINZ: 32 Lewis Road, Pakuranga, Auckland → -36.91332375, 174.8776739"
2025-11-27T18:29:49.639078,,LINZ Miss,"3 Kaniere Place, Half Moon Bay, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:49.812669,,Geocode Fallback,"LINZ failed for 3 Kaniere Place, Half Moon Bay, Auckland"
2025-11-27T18:29:51.171971,,Geocode Failed,"geocode.xyz → 3 Kaniere Place, Half Moon Bay, Auckland (invalid)"
2025-11-27T18:29:51.913077,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T18:29:52.086884,,Geocode Success,"Photon: 3 Kaniere Place, Half Moon Bay, Auckland → lat:-36.8840532, lon:174.904582"
2025-11-27T18:29:52.244091,,Geocode Source,"Photon returned: ('Kaniere Place, Half Moon Bay, Auckland', -36.8840532, 174.904582, '') for input: 3 Kaniere Place, Half Moon Bay, Auckland"
2025-11-27T18:29:52.715506,,Geocode Success,"8 Takutai Avenue, Bucklands Beach, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:52.965433,,Geocode Success,"LINZ: 8 Takutai Avenue, Bucklands Beach, Auckland → -36.87696323, 174.9073885"
2025-11-27T18:29:53.305413,,Geocode Success,"16 Britannia Place, Half Moon Bay, Auckland → matched in LINZ_SQLITE"
2025-11-27T18:29:53.571684,,Geocode Success,"LINZ: 16 Britannia Place, Half Moon Bay, Auckland → -36.88764048, 174.9015658"
2025-11-27T18:29:54.538309,,LINZ Miss,"6 Williams Avenue, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T18:29:54.740273,,Geocode Fallback,"LINZ failed for 6 Williams Avenue, Pakuranga, Auckland"
2025-11-27T18:29:55.971554,,Geocode Failed,"geocode.xyz → 6 Williams Avenue, Pakuranga, Auckland (invalid)"
2025-11-27T18:29:56.398474,,Geocode Variant Used,Nominatim used: Nearby-biased
2025-11-27T18:29:56.570563,,Geocode Success,"Nominatim: 6 Williams Avenue, Pakuranga, Auckland → lat:-36.9112253, lon:174.866112"
2025-11-27T18:29:56.760151,,Geocode Source,"Nominatim returned: ('Williams Avenue, Pakūranga, Auckland', -36.9112253, 174.866112, '2010') for input: 6 Williams Avenue, Pakuranga, Auckland"
2025-11-27T19:13:15.986608,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:13:16.003524,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:13:38.747139,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:13:38.760207,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:39:44.799499,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:39:44.816766,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:43:53.969585,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:43:53.984786,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:46:42.433758,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:46:42.447651,,Session Start,Script started and corrections_log.csv initialized.
2025-11-27T19:47:06.488922,,Geocode Success,"7 Sheffield Place, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:06.689902,,Geocode Success,"LINZ: 7 Sheffield Place, Botany Downs, Auckland → -36.9076804, 174.9174203"
2025-11-27T19:47:07.344981,,Geocode Success,"65 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:07.713023,,Geocode Success,"LINZ: 65 Aviemore Drive, Highland Park, Auckland → -36.90476862, 174.9047863"
2025-11-27T19:47:08.415449,,Geocode Success,"58 Tarnica Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:08.694261,,Geocode Success,"LINZ: 58 Tarnica Road, Northpark, Auckland → -36.92629249, 174.9144777"
2025-11-27T19:47:09.331546,,Geocode Success,"10 Fencotie Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:09.595321,,Geocode Success,"LINZ: 10 Fencotie Place, Northpark, Auckland → -36.92733825, 174.9133632"
2025-11-27T19:47:10.124959,,Geocode Success,"4 Glassonby Road, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:10.436312,,Geocode Success,"LINZ: 4 Glassonby Road, Northpark, Auckland → -36.9256841, 174.9139537"
2025-11-27T19:47:10.949840,,Geocode Success,"15 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:11.198818,,Geocode Success,"LINZ: 15 Aspatria Place, Northpark, Auckland → -36.92471437, 174.9155052"
2025-11-27T19:47:11.679731,,Geocode Success,"14 Aspatria Place, Northpark, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:11.944879,,Geocode Success,"LINZ: 14 Aspatria Place, Northpark, Auckland → -36.92480975, 174.9153328"
2025-11-27T19:47:12.519476,,Geocode Success,"12 Anthony Place, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:12.769065,,Geocode Success,"LINZ: 12 Anthony Place, Pakuranga, Auckland → -36.91422155, 174.8677362"
2025-11-27T19:47:24.931633,,LINZ Miss,"2 Anthony Place, Pakuranga, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:47:25.104244,,Geocode Fallback,"LINZ failed for 2 Anthony Place, Pakuranga, Auckland"
2025-11-27T19:47:26.818909,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-11-27T19:47:27.068040,,Geocode Success,"geocode.xyz: 2 Anthony Place, Pakuranga, Auckland → lat:-36.91394, lon:174.8686"
2025-11-27T19:47:27.253965,,Geocode Source,"geocode.xyz returned: ('2 Anthony Place, Pakuranga, Auckland', -36.91394, 174.8686, '') for input: 2 Anthony Place, Pakuranga, Auckland"
2025-11-27T19:47:27.737448,,Geocode Success,"42 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:28.002592,,Geocode Success,"LINZ: 42 Aviemore Drive, Highland Park, Auckland → -36.90194977, 174.9053192"
2025-11-27T19:47:28.390322,,Geocode Success,"50 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:28.654515,,Geocode Success,"LINZ: 50 Aviemore Drive, Highland Park, Auckland → -36.90232013, 174.9052988"
2025-11-27T19:47:28.952004,,Geocode Success,"2 Dale Crescent, Pakuranga, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:29.219036,,Geocode Success,"LINZ: 2 Dale Crescent, Pakuranga, Auckland → -36.91477022, 174.8668704"
2025-11-27T19:47:29.592556,,Geocode Success,"2 Spenbrooke Road, Flat Bush, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:29.845321,,Geocode Success,"LINZ: 2 Spenbrooke Road, Flat Bush, Auckland → -36.95182723, 174.9082965"
2025-11-27T19:47:30.157110,,Geocode Success,"160 Kohimarama Road, Kohimarama, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:30.405781,,Geocode Success,"LINZ: 160 Kohimarama Road, Kohimarama, Auckland → -36.85796797, 174.8370535"
2025-11-27T19:47:30.752704,,Geocode Success,"13 Weri Road, Karaka, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:30.985796,,Geocode Success,"LINZ: 13 Weri Road, Karaka, Auckland → -37.09908441, 174.936907"
2025-11-27T19:47:31.374465,,Geocode Success,"19 Hope Farm Avenue, Pakuranga Heights, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:31.626225,,Geocode Success,"LINZ: 19 Hope Farm Avenue, Pakuranga Heights, Auckland → -36.9125845, 174.8969052"
2025-11-27T19:47:31.969546,,Geocode Success,"39 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:32.171206,,Geocode Success,"LINZ: 39 Dalwhinnie Parade, Highland Park, Auckland → -36.90298093, 174.912626"
2025-11-27T19:47:32.451330,,Geocode Success,"39 Highland Park Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:32.732030,,Geocode Success,"LINZ: 39 Highland Park Drive, Highland Park, Auckland → -36.90209405, 174.9118889"
2025-11-27T19:47:33.047789,,Geocode Success,"8 Kincraig Place, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:33.324773,,Geocode Success,"LINZ: 8 Kincraig Place, Highland Park, Auckland → -36.9037778, 174.91321"
2025-11-27T19:47:34.134410,,LINZ Miss,"12 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:47:34.320275,,Geocode Fallback,"LINZ failed for 12 Veagh Place, Highland Park, Auckland"
2025-11-27T19:47:35.535965,,Geocode Failed,"geocode.xyz → 12 Veagh Place, Highland Park, Auckland (invalid)"
2025-11-27T19:47:36.207019,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T19:47:36.395136,,Geocode Success,"Photon: 12 Veagh Place, Highland Park, Auckland → lat:-36.9044121, lon:174.9090551"
2025-11-27T19:47:36.599552,,Geocode Source,"Photon returned: ('Veagh Place, Highland Park, Auckland', -36.9044121, 174.9090551, '') for input: 12 Veagh Place, Highland Park, Auckland"
2025-11-27T19:47:39.033566,,LINZ Miss,"18 Veagh Place, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:47:39.223213,,Geocode Fallback,"LINZ failed for 18 Veagh Place, Highland Park, Auckland"
2025-11-27T19:47:41.122639,,Geocode Variant Used,Photon used: Nearby-biased
2025-11-27T19:47:41.341193,,Geocode Success,"Photon: 18 Veagh Place, Highland Park, Auckland → lat:-36.9046617, lon:174.9091933"
2025-11-27T19:47:41.543608,,Geocode Source,"Photon returned: ('Veagh Place, Highland Park, Auckland', -36.9046617, 174.9091933, '') for input: 18 Veagh Place, Highland Park, Auckland"
2025-11-27T19:47:42.027112,,Geocode Success,"29 Dalwhinnie Parade, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:42.308700,,Geocode Success,"LINZ: 29 Dalwhinnie Parade, Highland Park, Auckland → -36.9020446, 174.9146806"
2025-11-27T19:47:42.949681,,LINZ Miss,"60 Highland Park Drive, Highland Park, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:47:43.071253,,Geocode Fallback,"LINZ failed for 60 Highland Park Drive, Highland Park, Auckland"
2025-11-27T19:47:44.913011,,Geocode Variant Used,geocode.xyz used: Nearby-biased
2025-11-27T19:47:45.131243,,Geocode Success,"geocode.xyz: 60 Highland Park Drive, Highland Park, Auckland → lat:-36.90222, lon:174.91298"
2025-11-27T19:47:45.317129,,Geocode Source,"geocode.xyz returned: ('60 Highland Park Drive, Highland Park, Auckland', -36.90222, 174.91298, '') for input: 60 Highland Park Drive, Highland Park, Auckland"
2025-11-27T19:47:45.768805,,Geocode Success,"92 Vale Road, Saint Heliers, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:46.033785,,Geocode Success,"LINZ: 92 Vale Road, Saint Heliers, Auckland → -36.85422133, 174.8667624"
2025-11-27T19:47:46.343752,,Geocode Success,"101 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:46.559511,,Geocode Success,"LINZ: 101 Aviemore Drive, Highland Park, Auckland → -36.90688755, 174.9052152"
2025-11-27T19:47:46.917467,,Geocode Success,"89 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:47.165703,,Geocode Success,"LINZ: 89 Aviemore Drive, Highland Park, Auckland → -36.9061917, 174.9049633"
2025-11-27T19:47:47.537382,,Geocode Success,"59 Aviemore Drive, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:47.836834,,Geocode Success,"LINZ: 59 Aviemore Drive, Highland Park, Auckland → -36.90421287, 174.9047538"
2025-11-27T19:47:48.130227,,Geocode Success,"21 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:48.410523,,Geocode Success,"LINZ: 21 Belgate Place, Somerville, Auckland → -36.91113792, 174.927218"
2025-11-27T19:47:48.800632,,Geocode Success,"23 Palmcrest Grove, Highland Park, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:49.065062,,Geocode Success,"LINZ: 23 Palmcrest Grove, Highland Park, Auckland → -36.90239785, 174.9061027"
2025-11-27T19:47:49.377766,,Geocode Success,"702 Pakuranga Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:49.644317,,Geocode Success,"LINZ: 702 Pakuranga Road, Howick, Auckland → -36.89882635, 174.9178044"
2025-11-27T19:47:49.937756,,Geocode Success,"68 Alicia Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:50.249712,,Geocode Success,"LINZ: 68 Alicia Road, Somerville, Auckland → -36.91069488, 174.9379552"
2025-11-27T19:47:50.575575,,Geocode Success,"44 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:50.783525,,Geocode Success,"LINZ: 44 Edendale Road, Somerville, Auckland → -36.91150113, 174.9290791"
2025-11-27T19:47:51.124613,,Geocode Success,"46 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:51.418583,,Geocode Success,"LINZ: 46 Edendale Road, Somerville, Auckland → -36.91126932, 174.9289384"
2025-11-27T19:47:51.791291,,Geocode Success,"2 Belgate Place, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:52.024846,,Geocode Success,"LINZ: 2 Belgate Place, Somerville, Auckland → -36.91072098, 174.9286089"
2025-11-27T19:47:52.367116,,Geocode Success,"72 Edendale Road, Somerville, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:52.647983,,Geocode Success,"LINZ: 72 Edendale Road, Somerville, Auckland → -36.90867618, 174.9305152"
2025-11-27T19:47:53.020839,,Geocode Success,"53 O'Halloran Road, Howick, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:53.254313,,Geocode Success,"LINZ: 53 O'Halloran Road, Howick, Auckland → -36.8957141, 174.9206852"
2025-11-27T19:47:53.536020,,Geocode Success,"172 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:53.767581,,Geocode Success,"LINZ: 172 Botany Road, Botany Downs, Auckland → -36.91408478, 174.9161726"
2025-11-27T19:47:54.078267,,Geocode Success,"178 Botany Road, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:54.374026,,Geocode Success,"LINZ: 178 Botany Road, Botany Downs, Auckland → -36.91448028, 174.916341"
2025-11-27T19:47:54.746881,,Geocode Success,"20 Mirrabooka Avenue, Botany Downs, Auckland → matched in LINZ_SQLITE"
2025-11-27T19:47:55.011500,,Geocode Success,"LINZ: 20 Mirrabooka Avenue, Botany Downs, Auckland → -36.91020433, 174.9240548"
2025-11-27T19:47:55.804408,,LINZ Miss,"9 Mirrabooka Avenue, Botany Downs, Auckland → not found in LINZ sources (Auckland-gated)"
2025-11-27T19:47:55.976654,,Geocode Fallback,"LINZ failed for 9 Mirrabooka Avenue, Botany Downs, Auckland"
2025-11-27T19:47:59.055009,,Geocode Failed,"geocode.xyz → 9 Mirrabooka Avenue, Botany Downs, Auckland (invalid)"
